|-----------------------------------------------------------------------------------------------------------|
| Слово           | P(word|bad)     | Pw(word|bad)    | N(word&bad)     | N(word)         | N(bad)          |
|-----------------------------------------------------------------------------------------------------------|
| about           |            0,02 |         0,08857 |               1 |               6 |              50 |
| this            |            0,06 |         0,12286 |               3 |               6 |              50 |
| stuff           |            0,02 |            0,18 |               1 |               2 |              50 |
| anymore         |               0 |            0,25 |               0 |               1 |              50 |
| tonight         |            0,02 |            0,14 |               1 |               3 |              50 |
| k               |               0 |             0,1 |               0 |               4 |              50 |
| ve              |               0 |         0,16667 |               0 |               2 |              50 |
| cried           |               0 |            0,25 |               0 |               1 |              50 |
| enough          |            0,02 |            0,14 |               1 |               3 |              50 |
| today           |            0,04 |           0,155 |               2 |               3 |              50 |
| searching       |               0 |            0,25 |               0 |               1 |              50 |
| the             |            0,26 |         0,27043 |              13 |              22 |              50 |
| right           |               0 |            0,25 |               0 |               1 |              50 |
| words           |               0 |            0,25 |               0 |               1 |              50 |
| thank           |               0 |            0,25 |               0 |               1 |              50 |
| you             |            0,44 |          0,4414 |              22 |              42 |              50 |
| breather        |               0 |            0,25 |               0 |               1 |              50 |
| promise         |               0 |            0,25 |               0 |               1 |              50 |
| wont            |               0 |            0,25 |               0 |               1 |              50 |
| take            |               0 |            0,25 |               0 |               1 |              50 |
| help            |               0 |            0,25 |               0 |               1 |              50 |
| granted         |               0 |            0,25 |               0 |               1 |              50 |
| will            |            0,04 |           0,132 |               2 |               4 |              50 |
| fulfil          |               0 |            0,25 |               0 |               1 |              50 |
| have            |             0,2 |         0,21765 |              10 |              16 |              50 |
| wonderful       |               0 |            0,25 |               0 |               1 |              50 |
| a               |            0,42 |         0,42242 |              21 |              32 |              50 |
| blessing        |               0 |            0,25 |               0 |               1 |              50 |
| at              |            0,02 |             0,1 |               1 |               5 |              50 |
| times           |               0 |            0,25 |               0 |               1 |              50 |
| date            |            0,04 |           0,155 |               2 |               3 |              50 |
| on              |            0,18 |         0,20133 |               9 |              14 |              50 |
| sunday          |               0 |            0,25 |               0 |               1 |              50 |
| oh              |               0 |            0,25 |               0 |               1 |              50 |
| watching        |               0 |            0,25 |               0 |               1 |              50 |
| eh              |               0 |            0,25 |               0 |               1 |              50 |
| remember        |               0 |         0,16667 |               0 |               2 |              50 |
| how             |               0 |             0,1 |               0 |               4 |              50 |
| spell           |               0 |         0,16667 |               0 |               2 |              50 |
| his             |               0 |         0,16667 |               0 |               2 |              50 |
| name            |            0,02 |            0,14 |               1 |               3 |              50 |
| yes             |            0,04 |           0,132 |               2 |               4 |              50 |
| did             |            0,02 |            0,08 |               1 |               7 |              50 |
| v               |            0,04 |           0,132 |               2 |               4 |              50 |
| naughty         |               0 |            0,25 |               0 |               1 |              50 |
| make            |            0,02 |            0,14 |               1 |               3 |              50 |
| wet             |               0 |            0,25 |               0 |               1 |              50 |
| fine            |               0 |            0,25 |               0 |               1 |              50 |
| if              |             0,1 |            0,14 |               5 |               9 |              50 |
| that            |            0,06 |         0,09667 |               3 |              11 |              50 |
| s               |             0,1 |         0,13077 |               5 |              12 |              50 |
| way             |            0,02 |           0,116 |               1 |               4 |              50 |
| feel            |               0 |           0,125 |               0 |               3 |              50 |
| its             |            0,02 |            0,18 |               1 |               2 |              50 |
| gota            |               0 |            0,25 |               0 |               1 |              50 |
| b               |               0 |           0,125 |               0 |               3 |              50 |
| seriously       |               0 |            0,25 |               0 |               1 |              50 |
| going           |               0 |           0,125 |               0 |               3 |              50 |
| try             |            0,06 |           0,148 |               3 |               4 |              50 |
| months          |            0,02 |            0,18 |               1 |               2 |              50 |
| ha              |               0 |         0,16667 |               0 |               2 |              50 |
| pay             |            0,02 |            0,18 |               1 |               2 |              50 |
| first           |               0 |         0,16667 |               0 |               2 |              50 |
| when            |               0 |           0,125 |               0 |               3 |              50 |
| da              |               0 |            0,25 |               0 |               1 |              50 |
| stock           |               0 |            0,25 |               0 |               1 |              50 |
| comin           |               0 |            0,25 |               0 |               1 |              50 |
| aft             |               0 |            0,25 |               0 |               1 |              50 |
| finish          |               0 |            0,25 |               0 |               1 |              50 |
| lunch           |               0 |            0,25 |               0 |               1 |              50 |
| str             |               0 |            0,25 |               0 |               1 |              50 |
| down            |               0 |         0,16667 |               0 |               2 |              50 |
| lor             |               0 |         0,16667 |               0 |               2 |              50 |
| ard             |               0 |            0,25 |               0 |               1 |              50 |
| smth            |               0 |            0,25 |               0 |               1 |              50 |
| ur              |            0,18 |         0,20909 |               9 |              10 |              50 |
| ffffffffff      |               0 |            0,25 |               0 |               1 |              50 |
| alright         |               0 |            0,25 |               0 |               1 |              50 |
| no              |            0,16 |         0,19091 |               8 |              10 |              50 |
| can             |            0,02 |           0,116 |               1 |               4 |              50 |
| meet            |            0,04 |           0,155 |               2 |               3 |              50 |
| up              |            0,04 |         0,11667 |               2 |               5 |              50 |
| sooner          |               0 |            0,25 |               0 |               1 |              50 |
| just            |            0,04 |         0,10571 |               2 |               6 |              50 |
| forced          |               0 |            0,25 |               0 |               1 |              50 |
| myself          |               0 |         0,16667 |               0 |               2 |              50 |
| eat             |               0 |            0,25 |               0 |               1 |              50 |
| slice           |               0 |            0,25 |               0 |               1 |              50 |
| really          |            0,02 |            0,18 |               1 |               2 |              50 |
| hungry          |               0 |            0,25 |               0 |               1 |              50 |
| tho             |               0 |            0,25 |               0 |               1 |              50 |
| sucks           |               0 |            0,25 |               0 |               1 |              50 |
| mark            |               0 |         0,16667 |               0 |               2 |              50 |
| getting         |               0 |            0,25 |               0 |               1 |              50 |
| worried         |               0 |            0,25 |               0 |               1 |              50 |
| knows           |               0 |            0,25 |               0 |               1 |              50 |
| sick            |               0 |            0,25 |               0 |               1 |              50 |
| turn            |               0 |            0,25 |               0 |               1 |              50 |
| pizza           |               0 |            0,25 |               0 |               1 |              50 |
| lol             |               0 |           0,125 |               0 |               3 |              50 |
| always          |               0 |         0,16667 |               0 |               2 |              50 |
| convincing      |               0 |            0,25 |               0 |               1 |              50 |
| catch           |               0 |            0,25 |               0 |               1 |              50 |
| bus             |               0 |            0,25 |               0 |               1 |              50 |
| are             |            0,16 |         0,18615 |               8 |              12 |              50 |
| frying          |               0 |            0,25 |               0 |               1 |              50 |
| an              |               0 |            0,25 |               0 |               1 |              50 |
| egg             |               0 |            0,25 |               0 |               1 |              50 |
| tea             |               0 |            0,25 |               0 |               1 |              50 |
| eating          |               0 |            0,25 |               0 |               1 |              50 |
| mom             |               0 |            0,25 |               0 |               1 |              50 |
| left            |               0 |            0,25 |               0 |               1 |              50 |
| over            |               0 |            0,25 |               0 |               1 |              50 |
| dinner          |               0 |            0,25 |               0 |               1 |              50 |
| do              |            0,02 |         0,08857 |               1 |               6 |              50 |
| love            |               0 |         0,16667 |               0 |               2 |              50 |
| back            |            0,02 |            0,18 |               1 |               2 |              50 |
| amp             |               0 |            0,25 |               0 |               1 |              50 |
| we              |            0,08 |            0,14 |               4 |               6 |              50 |
| re              |            0,04 |           0,155 |               2 |               3 |              50 |
| packing         |               0 |            0,25 |               0 |               1 |              50 |
| car             |               0 |         0,16667 |               0 |               2 |              50 |
| now             |            0,18 |         0,20667 |               9 |              11 |              50 |
| ll              |            0,02 |           0,116 |               1 |               4 |              50 |
| let             |               0 |         0,16667 |               0 |               2 |              50 |
| know            |            0,02 |             0,1 |               1 |               5 |              50 |
| room            |               0 |         0,16667 |               0 |               2 |              50 |
| ahhh            |               0 |            0,25 |               0 |               1 |              50 |
| work            |               0 |            0,25 |               0 |               1 |              50 |
| vaguely         |               0 |            0,25 |               0 |               1 |              50 |
| what            |               0 |           0,125 |               0 |               3 |              50 |
| does            |               0 |            0,25 |               0 |               1 |              50 |
| it              |            0,04 |         0,11667 |               2 |               5 |              50 |
| wait            |               0 |            0,25 |               0 |               1 |              50 |
| still           |            0,02 |            0,18 |               1 |               2 |              50 |
| clear           |               0 |            0,25 |               0 |               1 |              50 |
| were            |               0 |         0,16667 |               0 |               2 |              50 |
| sure            |               0 |         0,16667 |               0 |               2 |              50 |
| being           |               0 |            0,25 |               0 |               1 |              50 |
| sarcastic       |               0 |            0,25 |               0 |               1 |              50 |
| or              |            0,28 |         0,29294 |              14 |              16 |              50 |
| why             |            0,02 |            0,18 |               1 |               2 |              50 |
| x               |               0 |         0,16667 |               0 |               2 |              50 |
| doesn           |               0 |            0,25 |               0 |               1 |              50 |
| live            |            0,06 |           0,148 |               3 |               4 |              50 |
| us              |               0 |            0,25 |               0 |               1 |              50 |
| yeah            |               0 |         0,16667 |               0 |               2 |              50 |
| was             |            0,02 |           0,116 |               1 |               4 |              50 |
| apologetic      |               0 |            0,25 |               0 |               1 |              50 |
| had             |            0,04 |           0,155 |               2 |               3 |              50 |
| fallen          |               0 |            0,25 |               0 |               1 |              50 |
| out             |            0,12 |           0,158 |               6 |               9 |              50 |
| she             |               0 |            0,25 |               0 |               1 |              50 |
| actin           |               0 |            0,25 |               0 |               1 |              50 |
| spoilt          |               0 |            0,25 |               0 |               1 |              50 |
| child           |               0 |            0,25 |               0 |               1 |              50 |
| caught          |               0 |            0,25 |               0 |               1 |              50 |
| till            |               0 |            0,25 |               0 |               1 |              50 |
| but             |               0 |             0,1 |               0 |               4 |              50 |
| won             |            0,12 |          0,1675 |               6 |               7 |              50 |
| doing           |               0 |         0,16667 |               0 |               2 |              50 |
| too             |               0 |         0,16667 |               0 |               2 |              50 |
| badly           |               0 |            0,25 |               0 |               1 |              50 |
| cheers          |               0 |            0,25 |               0 |               1 |              50 |
| tell            |               0 |           0,125 |               0 |               3 |              50 |
| anything        |               0 |             0,1 |               0 |               4 |              50 |
| fear            |               0 |            0,25 |               0 |               1 |              50 |
| of              |            0,14 |         0,17273 |               7 |              10 |              50 |
| fainting        |               0 |            0,25 |               0 |               1 |              50 |
| housework       |               0 |            0,25 |               0 |               1 |              50 |
| quick           |               0 |            0,25 |               0 |               1 |              50 |
| cuppa           |               0 |            0,25 |               0 |               1 |              50 |
| yup             |               0 |            0,25 |               0 |               1 |              50 |
| look            |               0 |            0,25 |               0 |               1 |              50 |
| timings         |               0 |            0,25 |               0 |               1 |              50 |
| msg             |             0,1 |         0,15714 |               5 |               6 |              50 |
| again           |            0,02 |            0,18 |               1 |               2 |              50 |
| xuhui           |               0 |            0,25 |               0 |               1 |              50 |
| learn           |               0 |            0,25 |               0 |               1 |              50 |
| may             |            0,04 |           0,155 |               2 |               3 |              50 |
| her             |            0,02 |            0,18 |               1 |               2 |              50 |
| lesson          |               0 |            0,25 |               0 |               1 |              50 |
| oops            |               0 |            0,25 |               0 |               1 |              50 |
| roommate        |               0 |            0,25 |               0 |               1 |              50 |
| done            |               0 |            0,25 |               0 |               1 |              50 |
| see             |            0,04 |           0,132 |               2 |               4 |              50 |
| letter          |               0 |            0,25 |               0 |               1 |              50 |
| decide          |               0 |            0,25 |               0 |               1 |              50 |
| hello           |               0 |            0,25 |               0 |               1 |              50 |
| saturday        |               0 |            0,25 |               0 |               1 |              50 |
| texting         |               0 |            0,25 |               0 |               1 |              50 |
| d               |            0,02 |            0,18 |               1 |               2 |              50 |
| decided         |               0 |            0,25 |               0 |               1 |              50 |
| tomo            |               0 |            0,25 |               0 |               1 |              50 |
| trying          |            0,04 |           0,155 |               2 |               3 |              50 |
| invite          |               0 |            0,25 |               0 |               1 |              50 |
| pls             |            0,02 |            0,18 |               1 |               2 |              50 |
| ahead           |               0 |            0,25 |               0 |               1 |              50 |
| watts           |               0 |            0,25 |               0 |               1 |              50 |
| wanted          |               0 |            0,25 |               0 |               1 |              50 |
| weekend         |               0 |            0,25 |               0 |               1 |              50 |
| abiola          |               0 |            0,25 |               0 |               1 |              50 |
| forget          |               0 |            0,25 |               0 |               1 |              50 |
| need            |               0 |            0,25 |               0 |               1 |              50 |
| crave           |               0 |            0,25 |               0 |               1 |              50 |
| most            |               0 |            0,25 |               0 |               1 |              50 |
| sweet           |               0 |            0,25 |               0 |               1 |              50 |
| arabian         |               0 |            0,25 |               0 |               1 |              50 |
| steed           |               0 |            0,25 |               0 |               1 |              50 |
| mmmmmm          |               0 |            0,25 |               0 |               1 |              50 |
| yummy           |               0 |            0,25 |               0 |               1 |              50 |
| who             |            0,02 |            0,18 |               1 |               2 |              50 |
| seeing          |               0 |            0,25 |               0 |               1 |              50 |
| hope            |               0 |            0,25 |               0 |               1 |              50 |
| man             |               0 |            0,25 |               0 |               1 |              50 |
| well            |               0 |            0,25 |               0 |               1 |              50 |
| endowed         |               0 |            0,25 |               0 |               1 |              50 |
| am              |            0,04 |           0,132 |               2 |               4 |              50 |
| lt              |               0 |           0,125 |               0 |               3 |              50 |
| gt              |               0 |           0,125 |               0 |               3 |              50 |
| inches          |               0 |            0,25 |               0 |               1 |              50 |
| calls           |               0 |            0,25 |               0 |               1 |              50 |
| messages        |               0 |            0,25 |               0 |               1 |              50 |
| missed          |               0 |            0,25 |               0 |               1 |              50 |
| didn            |               0 |           0,125 |               0 |               3 |              50 |
| get             |            0,08 |            0,15 |               4 |               5 |              50 |
| hep             |               0 |            0,25 |               0 |               1 |              50 |
| immunisation    |               0 |            0,25 |               0 |               1 |              50 |
| nigeria         |               0 |            0,25 |               0 |               1 |              50 |
| fair            |               0 |            0,25 |               0 |               1 |              50 |
| hopefully       |               0 |            0,25 |               0 |               1 |              50 |
| tyler           |               0 |            0,25 |               0 |               1 |              50 |
| could           |               0 |         0,16667 |               0 |               2 |              50 |
| maybe           |               0 |            0,25 |               0 |               1 |              50 |
| ask             |               0 |            0,25 |               0 |               1 |              50 |
| bit             |               0 |            0,25 |               0 |               1 |              50 |
| stubborn        |               0 |            0,25 |               0 |               1 |              50 |
| hospital        |               0 |            0,25 |               0 |               1 |              50 |
| kept            |               0 |            0,25 |               0 |               1 |              50 |
| telling         |               0 |            0,25 |               0 |               1 |              50 |
| weak            |               0 |            0,25 |               0 |               1 |              50 |
| sucker          |               0 |            0,25 |               0 |               1 |              50 |
| hospitals       |               0 |            0,25 |               0 |               1 |              50 |
| suckers         |               0 |            0,25 |               0 |               1 |              50 |
| thinked         |               0 |            0,25 |               0 |               1 |              50 |
| time            |               0 |            0,25 |               0 |               1 |              50 |
| saw             |               0 |            0,25 |               0 |               1 |              50 |
| class           |               0 |            0,25 |               0 |               1 |              50 |
| gram            |               0 |            0,25 |               0 |               1 |              50 |
| usually         |               0 |            0,25 |               0 |               1 |              50 |
| runs            |               0 |            0,25 |               0 |               1 |              50 |
| half            |               0 |            0,25 |               0 |               1 |              50 |
| eighth          |               0 |            0,25 |               0 |               1 |              50 |
| smarter         |               0 |            0,25 |               0 |               1 |              50 |
| gets            |               0 |            0,25 |               0 |               1 |              50 |
| almost          |               0 |            0,25 |               0 |               1 |              50 |
| whole           |               0 |            0,25 |               0 |               1 |              50 |
| second          |               0 |            0,25 |               0 |               1 |              50 |
| fyi             |               0 |            0,25 |               0 |               1 |              50 |
| ride            |               0 |            0,25 |               0 |               1 |              50 |
| tomorrow        |            0,02 |            0,18 |               1 |               2 |              50 |
| morning         |               0 |            0,25 |               0 |               1 |              50 |
| crashing        |               0 |            0,25 |               0 |               1 |              50 |
| our             |            0,16 |           0,194 |               8 |               9 |              50 |
| place           |               0 |            0,25 |               0 |               1 |              50 |
| wow             |               0 |            0,25 |               0 |               1 |              50 |
| never           |               0 |            0,25 |               0 |               1 |              50 |
| realized        |               0 |            0,25 |               0 |               1 |              50 |
| embarassed      |               0 |            0,25 |               0 |               1 |              50 |
| by              |            0,04 |           0,155 |               2 |               3 |              50 |
| accomodations   |               0 |            0,25 |               0 |               1 |              50 |
| thought         |               0 |            0,25 |               0 |               1 |              50 |
| liked           |               0 |            0,25 |               0 |               1 |              50 |
| since           |               0 |            0,25 |               0 |               1 |              50 |
| best            |               0 |            0,25 |               0 |               1 |              50 |
| seemed          |               0 |            0,25 |               0 |               1 |              50 |
| happy           |               0 |            0,25 |               0 |               1 |              50 |
| cave            |               0 |            0,25 |               0 |               1 |              50 |
| sorry           |               0 |         0,16667 |               0 |               2 |              50 |
| more            |            0,06 |           0,148 |               3 |               4 |              50 |
| give            |               0 |            0,25 |               0 |               1 |              50 |
| offered         |               0 |            0,25 |               0 |               1 |              50 |
| embarassing     |               0 |            0,25 |               0 |               1 |              50 |
| mallika         |               0 |            0,25 |               0 |               1 |              50 |
| sherawat        |               0 |            0,25 |               0 |               1 |              50 |
| yesterday       |               0 |            0,25 |               0 |               1 |              50 |
| find            |            0,08 |            0,15 |               4 |               5 |              50 |
| url             |               0 |            0,25 |               0 |               1 |              50 |
| call            |            0,34 |         0,34842 |              17 |              18 |              50 |
| later           |               0 |            0,25 |               0 |               1 |              50 |
| meeting         |               0 |            0,25 |               0 |               1 |              50 |
| where           |               0 |            0,25 |               0 |               1 |              50 |
| reached         |               0 |            0,25 |               0 |               1 |              50 |
| gauti           |               0 |            0,25 |               0 |               1 |              50 |
| sehwag          |               0 |            0,25 |               0 |               1 |              50 |
| odi             |               0 |            0,25 |               0 |               1 |              50 |
| series          |               0 |            0,25 |               0 |               1 |              50 |
| pick            |               0 |            0,25 |               0 |               1 |              50 |
| burger          |               0 |            0,25 |               0 |               1 |              50 |
| yourself        |               0 |            0,25 |               0 |               1 |              50 |
| move            |               0 |            0,25 |               0 |               1 |              50 |
| pain            |               0 |            0,25 |               0 |               1 |              50 |
| killing         |               0 |            0,25 |               0 |               1 |              50 |
| good            |               0 |            0,25 |               0 |               1 |              50 |
| joke            |               0 |            0,25 |               0 |               1 |              50 |
| girls           |               0 |            0,25 |               0 |               1 |              50 |
| situation       |               0 |            0,25 |               0 |               1 |              50 |
| seekers         |               0 |            0,25 |               0 |               1 |              50 |
| spam            |            0,96 |         0,95061 |              48 |              48 |              50 |
| free            |            0,26 |         0,27714 |              13 |              13 |              50 |
| entry           |            0,04 |         0,19333 |               2 |               2 |              50 |
| wkly            |            0,06 |            0,17 |               3 |               3 |              50 |
| comp            |            0,02 |            0,26 |               1 |               1 |              50 |
| win             |            0,08 |           0,164 |               4 |               4 |              50 |
| fa              |            0,02 |            0,26 |               1 |               1 |              50 |
| cup             |            0,02 |            0,26 |               1 |               1 |              50 |
| final           |            0,04 |         0,19333 |               2 |               2 |              50 |
| tkts            |            0,02 |            0,26 |               1 |               1 |              50 |
| text            |            0,18 |           0,212 |               9 |               9 |              50 |
| receive         |             0,1 |         0,16667 |               5 |               5 |              50 |
| question        |            0,02 |            0,26 |               1 |               1 |              50 |
| std             |            0,04 |         0,19333 |               2 |               2 |              50 |
| txt             |            0,22 |         0,24333 |              11 |              11 |              50 |
| rate            |            0,02 |            0,26 |               1 |               1 |              50 |
| apply           |            0,06 |            0,17 |               3 |               3 |              50 |
| freemsg         |            0,04 |         0,19333 |               2 |               2 |              50 |
| hey             |            0,04 |         0,19333 |               2 |               2 |              50 |
| darling         |            0,02 |            0,26 |               1 |               1 |              50 |
| week            |            0,08 |           0,164 |               4 |               4 |              50 |
| word            |            0,04 |         0,19333 |               2 |               2 |              50 |
| some            |            0,02 |            0,26 |               1 |               1 |              50 |
| fun             |            0,02 |            0,26 |               1 |               1 |              50 |
| tb              |            0,02 |            0,26 |               1 |               1 |              50 |
| xxx             |            0,02 |            0,26 |               1 |               1 |              50 |
| chgs            |            0,02 |            0,26 |               1 |               1 |              50 |
| send            |             0,1 |         0,16667 |               5 |               5 |              50 |
| rcv             |            0,04 |         0,19333 |               2 |               2 |              50 |
| winner          |            0,06 |            0,17 |               3 |               3 |              50 |
| valued          |            0,04 |         0,19333 |               2 |               2 |              50 |
| network         |            0,06 |            0,17 |               3 |               3 |              50 |
| customer        |            0,12 |         0,17429 |               6 |               6 |              50 |
| selected        |            0,08 |           0,164 |               4 |               4 |              50 |
| receivea        |            0,02 |            0,26 |               1 |               1 |              50 |
| prize           |            0,16 |         0,19778 |               8 |               8 |              50 |
| reward          |            0,02 |            0,26 |               1 |               1 |              50 |
| claim           |             0,2 |         0,22727 |              10 |              10 |              50 |
| code            |             0,1 |         0,16667 |               5 |               5 |              50 |
| valid           |            0,06 |            0,17 |               3 |               3 |              50 |
| hours           |            0,02 |            0,26 |               1 |               1 |              50 |
| mobile          |            0,18 |           0,212 |               9 |               9 |              50 |
| r               |            0,04 |         0,19333 |               2 |               2 |              50 |
| entitled        |            0,04 |         0,19333 |               2 |               2 |              50 |
| update          |            0,04 |         0,19333 |               2 |               2 |              50 |
| latest          |            0,04 |         0,19333 |               2 |               2 |              50 |
| colour          |            0,04 |         0,19333 |               2 |               2 |              50 |
| mobiles         |            0,04 |         0,19333 |               2 |               2 |              50 |
| camera          |            0,06 |            0,17 |               3 |               3 |              50 |
| co              |            0,06 |            0,17 |               3 |               3 |              50 |
| six             |            0,02 |            0,26 |               1 |               1 |              50 |
| chances         |            0,02 |            0,26 |               1 |               1 |              50 |
| cash            |            0,08 |           0,164 |               4 |               4 |              50 |
| from            |            0,14 |           0,185 |               7 |               7 |              50 |
| pounds          |            0,04 |         0,19333 |               2 |               2 |              50 |
| cost            |            0,02 |            0,26 |               1 |               1 |              50 |
| day             |            0,02 |            0,26 |               1 |               1 |              50 |
| tsandcs         |            0,02 |            0,26 |               1 |               1 |              50 |
| reply           |            0,16 |         0,19778 |               8 |               8 |              50 |
| hl              |            0,02 |            0,26 |               1 |               1 |              50 |
| info            |            0,04 |         0,19333 |               2 |               2 |              50 |
| urgent          |            0,08 |           0,164 |               4 |               4 |              50 |
| membership      |            0,02 |            0,26 |               1 |               1 |              50 |
| jackpot         |            0,02 |            0,26 |               1 |               1 |              50 |
| www             |            0,12 |         0,17429 |               6 |               6 |              50 |
| dbuk            |            0,02 |            0,26 |               1 |               1 |              50 |
| net             |            0,02 |            0,26 |               1 |               1 |              50 |
| lccltd          |            0,02 |            0,26 |               1 |               1 |              50 |
| pobox           |            0,02 |            0,26 |               1 |               1 |              50 |
| xxxmobilemovieclub |            0,02 |            0,26 |               1 |               1 |              50 |
| use             |            0,02 |            0,26 |               1 |               1 |              50 |
| credit          |            0,02 |            0,26 |               1 |               1 |              50 |
| click           |            0,02 |            0,26 |               1 |               1 |              50 |
| wap             |            0,06 |            0,17 |               3 |               3 |              50 |
| link            |            0,02 |            0,26 |               1 |               1 |              50 |
| next            |            0,02 |            0,26 |               1 |               1 |              50 |
| message         |            0,04 |         0,19333 |               2 |               2 |              50 |
| http            |            0,04 |         0,19333 |               2 |               2 |              50 |
| com             |            0,06 |            0,17 |               3 |               3 |              50 |
| qjkgighjjgcbl   |            0,02 |            0,26 |               1 |               1 |              50 |
| england         |            0,02 |            0,26 |               1 |               1 |              50 |
